ID;EMPRENDIMENTO;Bairro;Endereço;Nº da unidade;Área Privativa (m2);N˚ Dorms.;Nº Suítes;N˚ Vagas;Ano Const.;Observações;Valor Condomínio;Valor IPTU;Valor de venda (R$);Valor M2 (R$ / m2);Link das Fotos sem marca d´água
601251179-3;Clublife Morumbi Acqua;Vila Suzana;Laerte Setúbal, 655;193;65;3;1;1;2013;Ótimo apartamento na Vila Suzana ;R$ 530,00;R$ 777,77;R$ 494.000,00;R$ 7.600,00;https://drive.google.com/drive/folders/1EK6ofnDry5g35H4T2qYHjKe77AIgOUqN
601251046-267;Jardim Umuarama;Jardim Umuarama;Manguaba, nº 292;33;80;2;;;1983;Maravilhoso apartamento no Jardim Umuarama;R$ 629,00;R$ 53,00;R$ 600.000,00;R$ 7.500,00;https://drive.google.com/drive/folders/1rGEYAjFG6McKHW6-SI1Lcgxxl7cYn7v5?usp=sharing
601251082-98;Dom Pedro;Mooca;Mooca, nº 336;51;72;2;;;1972;Magnifico apartamento na Mooca;;;R$ 380.000,00;R$ 5.277,78;https://drive.google.com/drive/folders/1R3LHI1IqWEUr4r7Dgu8IP4bRzz7CM0fI?usp=sharing
601251125-23;Andalus;Jardim Leonor ;Padre Lebret, 801;302 Cadiz;61;1;1;2;2012;Lindo apartamento no Jardim Leonor ;R$ 1.197,00;R$ 4.016,00;R$ 1.240.000,00;R$ 20.327,87;https://drive.google.com/drive/folders/1on8yIPnR1jxG2ez6wvs4Lz1lEzr3tESY
601181022-4;Fernanda;Vila Clementino;Pedro de Toledo, nº 108;51;41;2;;1;1991;Lindo apartamento na Vila Clementino;R$ 1.077,00;R$ 379,00;R$ 420.000,00;R$ 10.243,90;https://drive.google.com/drive/folders/1thKC7nOsLbGPQksg80PLrFR7U7VLJKFR?usp=sharing
601251086-329;O Parque;Jardim das Acácias;Roque Petroni Junior, nº 630;423A;184;1;0;2;2023;Magnífico apartamento no Jardim das Acácias;R$ 1.320,91;x;R$ 2.217.482,00;R$ 12.051,53;https://drive.google.com/drive/folders/1jYjamxO5TyXrSQSkmeW5rUd1XEgV6C-X?usp=sharing
601251086-328;O Parque;Jardim das Acácias;Roque Petroni Junior, nº 630;413, 413B;314;4;4;2;2023;Perfeito apartamento no Jardim das Acácias;R$ 4.781,84;x;R$ 7.852.518,00;R$ 25.008,02;https://drive.google.com/drive/folders/1Vp34NoEikcQ3eUNSA0NQabymcDa34fOX?usp=sharing
601251010-313;Casa;Brooklin;Sônia Ribeiro, 1342;casa 3;271;4;4;3;2011;Maravilhosa casa no Brooklin ;R$ 2.100,00;R$ 1.007,00;R$ 2.999.000,00;R$ 11.066,42;https://drive.google.com/drive/folders/1IMFQdJSik2Jp6xqHv5nmFK_Chfo9fyb6
601251090-32;Casa ;Jardim São Carlos (Zona Leste) ;Vicente Franco Ribeiro, 404;x;400;4;1;4;1988;Maravilhosa casa no Jardim São Carlos (Zona Leste) ;R$ 0,00;R$ 554,40;R$ 799.000,00;R$ 1.997,50;https://drive.google.com/drive/folders/1ZUd6hlcnbBbKRLcdrwpvEwa-w7xX5Hz2
601181002-109;Maison de Savigny;Parque Colonial ;Xavier Gouveia, 120;142;121;2;1;2;1981;Maravilhoso apartamento no Parque Colonial ;R$ 1.744,25;R$ 854,00;R$ 1.195.000,00;R$ 9.876,03;https://drive.google.com/drive/folders/1k4xbzJlf1TIznnTYnwneVga_NARS3e2I
601251182-91;L'Arc Campo Belo ;Brooklin;Barão do Triunfo, 786;41;115;2;2;0;2005;Maravilhoso apartamento no Brooklin;R$ 1.715,68;R$ 940,30;R$ 950.000,00;R$ 8.260,87;https://drive.google.com/drive/folders/1i0GuGkhaom6rTwHgVDYxTfI5DVHhvD9F
601251043-36;Casa ;Interlagos ;Salvador Rodrigues Negrão, 448 ;x;120;2;1;2;1979;Maravilhosa casa em Interlagos ;x;x;R$ 499.800,00;R$ 4.165,00;https://drive.google.com/drive/folders/1NCXTZmBrH0LH8pA6Z6GfDsaB4oMi-Cjp
601251070-19;Casa;Jardim Leonor ;Crisitano de Sousa, 290 ;x;800;7;5;5;;Maravilhosa casa no Jardim Leonor ;x;R$ 10.308,60;R$ 3.850.000,00;R$ 4.812,50;https://drive.google.com/drive/folders/1KFdlxmLTmkuMyXwZ1ebONB2Ag5xstAgM
601251043-52;Cyrela Classic Lapa;Lapa;Martinho de Campos, 41;114;92;2;2;2;2017;Ótimo apartamento na Lapa;R$ 1.502,00;R$ 4.104,00;R$ 1.195.000,00;R$ 12.989,13;https://drive.google.com/drive/folders/1xlVT6O8b9W5YTBvSFlmqUEzpTK7_O68e
601251086-230;VN Millennium Faria Lima ;Vila Olímpia ;Chilon, 184;203;42;1;0;1;2022;Lindo apartamento na Vila Olímpia ;R$ 700,00;x;R$ 970.000,00;R$ 23.095,24;https://drive.google.com/drive/folders/1UbVapGUHoPgBiqQAtuwXg1Mj8YnoFppA
601351175-25;Casa ;Parque Vitória ;Ibicaraí, 192;x;194;3;3;3;1990;Maravilhoso apartamento no Parque Vitória ;R$ 0,00;R$ 3.006,70;R$ 750.000,00;R$ 3.865,98;https://drive.google.com/drive/folders/1E8QcXL5AyDfIiFBxsG74Pmtv6EimhZju
601251087-63;Club Moema ;Moema;Jamaris, 64;74 A;104;2;1;3;2003;Maravilhoso apartamento em Moema ;R$ 1.231,00;R$ 6.110,00;R$ 1.940.000,00;R$ 18.653,85;https://drive.google.com/drive/folders/1wnrBkRJ2wXP2msa-BmODIr3h28Dm9xzK
601351189-39;Smiley Home Resort;Butantã ;São Paulo Paraná, 10100 ;154 A;91;2;1;1;2016;Lindo apartamento no Butantã ;R$ 633,00;R$ 96,00;R$ 648.900,00;R$ 7.130,77;https://drive.google.com/drive/folders/1xToQL9yRYI98zs_rQ1cthvdwYr_uI8RX
601251010-30;Alamanda;Brooklin Paulista;Indiana, nº 240;52;100;2;2;1;1983;Maravilhoso apartamento Brooklin Paulista;R$ 2.130,00;R$ 393,00;R$ 930.000,00;R$ 9.300,00;https://drive.google.com/drive/folders/1qNjd5J6M8GYfFGX0R_aXOxnS8MScNqtt?usp=sharing
601251087-21;Penthhouse;Vila Madalena;Joao Alberto Moreira, nº 95;42B;130;2;2;2;2021;Lindo duplex na Vila Madalena;R$ 1.419,00;;R$ 3.200.000,00;R$ 24.615,38;https://drive.google.com/drive/folders/1u2F80nvyvDQg9_eO-hJoBOhug9E9R3yH?usp=sharing
601251048-49;Arte Arquitetura Jardins;Jardim Paulista;Joaquim Eugenio de lima, nº 961;172;78;2;2;2;2008;Perfeito apartamento no Jardim Paulista;R$ 1.076,42;R$ 713,00;R$ 1.790.000,00;R$ 22.948,72;https://drive.google.com/drive/folders/1G87kiaZyuoIrOsLfpsfwtuYWK1A3StuM?usp=sharing
601251080-6;Vn Melo Alves;Jardins;Melo Alves, nº 268;707;32;1;1;x;2020;Lindo apartamento no Jardins;R$ 910,74;R$ 141,56;R$ 660.000,00;R$ 20.625,00;https://drive.google.com/drive/folders/1-Srb1t6PfRE8oOa-RVhJv0F_ebkLuIWN?usp=sharing
601251021-3;Casa;Jardins;Moacir Piza, nº 68;x;180;3;x;1;x;Casa perfeita no Jardins;R$ 0,00;R$ 504,33;R$ 2.540.000,00;R$ 14.111,11;https://drive.google.com/drive/folders/1Rq3oyU_YMKruCvSOUUOtRUQO42G_Sr_9?usp=sharing
601181028-8;Casa;Rolinópolis;Nibe Perobelli, nº 101;x;422;4;3;5;2000;Ótimo sobrado em Rolinópolis;x;R$ 1.158,00;R$ 2.380.000,00;R$ 5.639,81;https://drive.google.com/drive/folders/1CyaLayXRlQ3LMOmf5xBLCrne2EjSHzFl?usp=sharing
601251032-50;Casa de condomínio ;Chácara das Paineiras - Carapicuíba ;Ouro preto, 12;lote 12;621;6;3;10;1987;Maravilhosa casa de condomínio na Chácara das Paineiras-Carapicuíba ;R$ 1.500,00;R$ 6.714,00;R$ 3.490.000,00;R$ 5.619,97;https://drive.google.com/drive/folders/1iuPbraBm2av70RwkS-OC4oB8m4pUwhvc
601251009-32;Pedroso Alvarenga ;Itaim Bibi;Pedroso Alvarenga, 86;53;107;2;1;1;1975;Maravilhoso apartamento no Itaim Bibi ;R$ 1.750,00;R$ 1.880,00;R$ 1.200.000,00;R$ 11.214,95;https://drive.google.com/drive/folders/15-aaX8XYUW9cTHbLY3a7bHEFaSQSaoEE
601351175-14;Indaia;Higienópolis;Veiga Filho, 477;142;95;2;0;0;1975;Lindo apartamento em Higienópolis;R$ 1.718,00;R$ 3.146,00;R$ 980.000,00;R$ 10.315,79;https://drive.google.com/drive/folders/1zn2wB6xGP2w4Y2_RROgWZRLD-Bx2DRzq
601251047-977;Itapema ;Vila Olímpia;Santa Justina, 203;52;92;3;2;1;1988;Lindo apartamento na Vila Olímpia;R$ 1.592,27;R$ 426,07;R$ 1.160.000,00;R$ 12.608,70;https://drive.google.com/drive/folders/1EVEF1TMDFcXwgyrD_NnQZuHl_BLYrHdh
601251090-24;East Brooklin;Vila Mascote ;Lacedemonia, 253;34;86;3;1;2;1993;Ótimo apartamento na Vila Mascote ;R$ 1.380,00;R$ 232,00;R$ 750.000,00;R$ 8.720,93;https://drive.google.com/drive/folders/141zSWsHWLO9UZfDsEp9vXCW-GCnrZiai
601251061-141;Filadelfo Vila Nova Conceição ;Vila Nova Conceição;Professor Filadelfo Azevedo, 665;14;117;2;2;1;2023;Maravilhoso apartamento na Vila Nova Conceição ;R$ 1.473,58;R$ 346,56;R$ 2.470.000,00;R$ 21.111,11;https://drive.google.com/drive/folders/1JBzYesHB0TZ-JNZ69CSjlFsod0Om595y
601251072-50;Acquare Campo Belo;Campo Belo;Xavier Gouveia, 241;111;155;3;3;3;2010;Maravilhoso apartamento no Campo Belo;R$ 1.845,74;x;R$ 2.190.000,00;R$ 14.129,03;https://drive.google.com/drive/folders/1CDTdJ-FfYOwz3349kmFUUJIo-XyHQ3Lc
601251048-9;Ana Silvia;Real Parque;Barão do Melgaço, nº 369;11;121;3;1;2;;Apartamenti incrível no Real Parque;R$ 1.998,60;R$ 1.000,00;R$ 620.000,00;R$ 5.123,97;https://drive.google.com/drive/folders/1h-gXLuA_nzMii1ML4zu8T0lGMxrzSpwk?usp=sharing
601251085-121;Casa;Ipiranga;Cipriano Barata,, nº 2588;x;200;0;x;2;2011;Aconchegante casa no Ipiranga;x;;R$ 1.350.000,00;R$ 6.750,00;https://drive.google.com/drive/folders/10-qN4g3WrcahxKOsxt-PerEpdpqd4DdT?usp=sharing
601351154-11;;Vila Nova Conceição;Coronel Artur de Paula Ferreira, 110;1701;24;1;1;0;2024;Lindo apartamento na Vila Nova Conceição ;x;x;R$ 499.900,00;R$ 20.829,17;https://drive.google.com/drive/folders/1X1XxfV6N1pg31iUPxxsqWI89d-OFRCVg
601251039-45;Maison Karina ;Itaim Bibi ;Fiandeiras, 198 ;33;64;2;0;1;;Lindo apartamento no Itaim Bibi;R$ 1.053,00;R$ 357,00;R$ 865.000,00;R$ 13.515,63;https://drive.google.com/drive/folders/1QAbphnVqt25HxNtlRUPiXkVkZMCvsIJW
601251112-1643;Nova York;Moema;Iraí, nº 175;111;70;3;0;1;2024;Perfeito apartamento em Moema;R$ 1.534,00;R$ 172,00;R$ 940.000,00;R$ 13.428,57;https://drive.google.com/drive/folders/1FPscz3dQ2kXqWUMkiziKs8Mh5matakqD?usp=sharing
601351175-15;Ville D'Or;Vila Galvão ;Nossa Senhora de Lourdes, 64;122;130;3;1;2;2020;Ótimo apartamento na Vila Galvão ;R$ 1.106,00;R$ 2.184,00;R$ 660.000,00;R$ 5.076,92;https://drive.google.com/drive/folders/1CgEfmjzO6gKcdLCgNvMQ3HQ7gOInYp4D
601251086-325;O Parque;Brooklin;Roque Petroni Júnior, nº 630;413/423A/423B;402;4;4;3;2023;Belíssimo apartamento no Brooklin;R$ 6.102,75;;R$ 10.070.000,00;R$ 25.049,75;https://drive.google.com/drive/folders/1KX_IaWetGc5Ho90cTKiDQ5p6Fmt-gitb?usp=sharing
601251035-9;Brasília Corporate;Santana;Voluntários da Pátria, nº 2468;57;46;x;;2;2017;Perfeito conjunto comercial em Santana;R$ 710,00;R$ 542,00;R$ 590.000,00;R$ 12.826,09;https://drive.google.com/drive/folders/1oww05Mmsl0vIhS60QBig2RnXEHohx2dh?usp=sharing
601251035-7;Brasília Corporate;Santana;Voluntários da Pátria, nº 2468;51;48;x;;2;2017;Ótimo conjunto comercial em Santana;R$ 710,00;R$ 542,00;R$ 590.000,00;R$ 12.291,67;https://drive.google.com/drive/folders/1k6xcg42tEV-Bmlk9ARso-gPHFxh8GZEE?usp=sharing
601251082-23;Plaza de Castillia;Saúde;Bernardo Nogueira, nº 479;14;76;3;;1;1998;Lindo apartamento na Saúde;R$ 680,00;R$ 143,00;R$ 580.000,00;R$ 7.631,58;https://drive.google.com/drive/folders/1tuXup1JlYbb5c4Gx_9lHchNeFn4ajyl3?usp=sharing
601251043-2;Casa;Granja Julieta;Booker Pittman, nº 155;x;136;3;1;2;x;Ótima casa localizada na Granja Julieta;x;R$ 255,04;R$ 1.040.000,00;R$ 7.647,06;https://drive.google.com/drive/folders/1ebNgQGLy42PZGTNsGJjOFsyprI61ueNO?usp=sharing
601251046-1;Casa;Campo Belo;João Alvares Soares, nº 365;13;367;4;4;4;x;Perfeita casa no Campo Belo;R$ 2.500,00;R$ 1.000,00;R$ 3.449.000,00;R$ 9.397,82;https://drive.google.com/drive/folders/1JwpObZFCyEsl8vzuA4eP_6_9EODB4LmF?usp=sharing
601251080-31;Practical Life;Moema;Juquis, nº 31;182;73;1;;2;1992;Charmosa e moderna cobertura em Moema;R$ 2.070,00;R$ 521,00;R$ 990.000,00;R$ 13.561,64;https://drive.google.com/drive/folders/1DWxbIaXpUoaO3XscLuAjlQbTQ3um-les?usp=sharing
601251022-25;Conjunto Comercial;Vila Clementino;LEANDRO DUPRET, nº 204;CJ 81;45;x;;1;2001;Excelente conjunto comercial na Vila Clementino;R$ 1.106,00;R$ 309,00;R$ 310.000,00;R$ 6.888,89;https://drive.google.com/drive/folders/1zUzsZWVPFsQnXSj8u6C96zX9F11bT_nD?usp=sharing
601251062-11;Mundo Apto Barra Funda;Barra Funda;Sérgio Meira, nº 230;114;63;2;1;1;2007;Perfeito apartamento na Barra Funda;R$ 775,00;R$ 230,00;R$ 480.000,00;R$ 7.619,05;https://drive.google.com/drive/folders/1U8YNWltmQ2TD9XGSGyn905ghmobAX9KK?usp=sharing
601251037-55;Burgman Royale;Vila Sônia ;Levon Apovian, 172;82;60;2;1;0;;Lindo apartamento na Vila Sônia ;R$ 684,00;R$ 1.300,00;R$ 578.424,52;R$ 9.640,41;https://drive.google.com/drive/folders/1AVHl_GHzlZ6f8GFapOvJMoRMRmwZPZk6
601251037-54;Burgman Royale;Vila Sônia ;Levon Apovian, 172;52;60;2;1;0;;Lindo apartamento na Vila Sônia ;R$ 684,00;R$ 1.300,00;R$ 569.039,08;R$ 9.483,98;https://drive.google.com/drive/folders/1gH7mN2yeJaYi_HHVPttbuHDNXy0j8dCm
601251037-53;Burgman Royale;Vila Sônia ;Levon Apovian, 172;42;60;2;1;0;;Lindo apartamento na Vila Sônia ;R$ 684,00;R$ 1.300,00;R$ 565.944,77;R$ 9.432,41;https://drive.google.com/drive/folders/1gjWT-Xt4l5ZvBzPLr0vl1Jhpn_oNLBDx
601251037-52;Burgman Royale;Vila Sônia ;Levon Apovian, 172;32;54;2;1;0;;Lindo apartamento na Vila Sônia ;R$ 641,00;R$ 1.300,00;R$ 682.120,34;R$ 12.631,86;https://drive.google.com/drive/folders/1pZqKFeCdb2H6dI2ZAPkH92fKBLb0bolJ
601251037-51;Burgman Royale;Vila Sônia ;Levon Apovian, 172;5;46;1;1;0;;Lindo apartamento na Vila Sônia ;R$ 382,00;R$ 1.000,00;R$ 390.000,00;R$ 8.478,26;https://drive.google.com/drive/folders/1HrOQY8CIthW8jV4kLH2QuRDhX0bx-CvH
601251070-21;Villa Bruno Giorgi ;Jardim Ampliação ;Ascencional, 31;41;202;4;3;4;1995;Maravilhoso apartamento no Jardim Ampliação ;R$ 2.030,33;R$ 10.002,20;R$ 899.000,00;R$ 4.450,50;https://drive.google.com/drive/folders/1JFH5bALHe3gjnu3c7l4aJcrJJBwh43Hy
601251070-11;The Flowers;Real Parque;Barão de Monte Mor, nº 618;34;121;2;;2;1997;Lindo apartamento no Real Parque;R$ 2.248,00;R$ 779,00;R$ 1.050.000,00;R$ 8.677,69;https://drive.google.com/drive/folders/1MJqwJsKy6P82uwzEq4n2dic2futKbD3X?usp=sharing
601251082-9;Cgh Aeroporto Offices;Vila Congonhas;Baronesa de Bela Vista, nº 411;231;30;0;0;1;;Bela sala comercial na Vila Congonhas;R$ 357,29;R$ 242,94;R$ 320.000,00;R$ 10.666,67;https://drive.google.com/drive/folders/13_NM_OIDGd3s8UFtlxBthGr-nPRL08AQ?usp=sharing
601351141-3;On Paulista ;Paraíso;Bernardino de Campos, 1338;1006;21;1;0;0;2020;Maravilhoso estúdio no Paraíso;x;x;R$ 570.000,00;R$ 27.142,86;https://drive.google.com/drive/folders/1L_lryPq9iBdswwQ3sop0u0KvnzAeSLqm
601251112-1768;Arcos Itaim;Vila Olímpia ;Fadlo Haidar, 134;151;153;3;3;2;2023;Maravilhoso apartamento na Vila Olímpia ;R$ 1.655,00;x;R$ 3.890.000,00;R$ 25.424,84;https://drive.google.com/drive/folders/1fTzCDtbK2sCankjCaMhcuqll6ycDzmj5
601251112-1767;Arcos Itaim;Vila Olímpia ;Fadlo Haidar, 134;111;153;3;3;2;2023;Maravilhoso apartamento na Vila Olímpia ;R$ 1.655,00;x;R$ 3.690.000,00;R$ 24.117,65;https://drive.google.com/drive/folders/1fTzCDtbK2sCankjCaMhcuqll6ycDzmj5
601251085-6;Casa;Planalto Paulista;Guaxins, nº 317;x;320;3;1;3;x;Linda casa no Planalto Paulista;R$ 0,00;R$ 972,00;R$ 2.680.000,00;R$ 8.375,00;https://drive.google.com/drive/folders/1kplfDNAr2iTEdETJNp5Mng8Es12q1OBy?usp=sharing
601251038-7;Imperial;Cerqueira César;Haddock Lobo, 234;701;189;3;1;2;1963;Maravilhoso apartamento na Cerqueira César ;R$ 2.700,00;R$ 6.192,00;R$ 1.790.000,00;R$ 9.470,90;https://drive.google.com/drive/folders/1XXjus8rnUFxgTmPOTlsUzYMzDx5OTS9_
601251182-69;Saint Patrick;Saúde;Itapiru, nº 478;133;70;3;;2;2000;Lindo apartamento na Saúde;R$ 1.176,00;R$ 172,00;R$ 720.000,00;R$ 10.285,71;https://drive.google.com/drive/folders/1Fe8dy_xRG_Gi6yH_ETP2B8BDjjrUB-K9?usp=sharing
601251087-7;Ritz Vila Nova;Vila Nova Conceição;Jaques Felix, nº 450;211;565;5;;9;2008;Ótimo apartamento na Vila Nova Conceição;R$ 11.758,33;R$ 6.261,00;R$ 20.600.000,00;R$ 36.460,18;https://drive.google.com/drive/folders/13p-3-JWv4NoKlFcJqtJGeL9P-CiiktKL?usp=sharing
601251125-8;Conselheiro Ramalho;Itaim Bibi;Joaquim Floriano, nº 733;10B;83;x;x;1;1981;Linda sala comercial no Itaim Bibi;R$ 1.689,00;R$ 766,90;R$ 750.000,00;R$ 9.036,14;https://drive.google.com/drive/folders/1IelRZVxRqR_MSJ4OeziyYY8tDFCDh8Do?usp=sharing
601251090-3;Casa;Cambuci;Lacerda Franco, nº 635;8;275;;;;x;Perfeita casa no Cambuci;R$ 400,00;;R$ 2.125.000,00;R$ 7.727,27;https://drive.google.com/drive/folders/1LjY1sNEPodEKRVzh2eHX2QL0vTttwCKo?usp=sharing
601251057-15;Gláucia;Chácara Santo Antônio;Nelson Sampaio, nº 231;24;75;2;0;2;1992;Incrível apartamento na Chácara Santo Antônio;R$ 1.301,99;R$ 248,00;R$ 550.000,00;R$ 7.333,33;https://drive.google.com/drive/folders/191ntscc2z_9OrFvvFnVu9rvKZk6pODAV?usp=sharing
601251064-31;Mont Parc;Perdizes ;Paraguaçu, 521;102;267;4;1;5;2010;Maravilhoso apartamento em Perdizes ;R$ 3.776,93;R$ 3.017,00;R$ 4.000.000,00;R$ 14.981,27;https://drive.google.com/drive/folders/1kld9QtkVB5PgNUN7oA2bnMGApvBzgVhc
601251021-174;Facto Paulista ;Bela Vista ;Penaforte Mendes, 160;1201 B;65;2;1;1;2021;Lindo apartamento na Bela Vista ;R$ 631,00;R$ 3.130,00;R$ 1.385.000,00;R$ 21.307,69;https://drive.google.com/drive/folders/1wP1hPXvlJiG9TSfxJpsR6vv3mi_IWoUD
601251182-20;Asahi;Vila Gumercindo;Pero Leitão, nº 153;14;65;2;;1;2006;Excelente apartamento na Vila Gumercindo;R$ 881,00;R$ 142,00;R$ 540.000,00;R$ 8.307,69;https://drive.google.com/drive/folders/1vt-2HW4_TnXfq85EYR5vqXpqn4e7CKNy?usp=sharing
601251087-14;ELEVO Moema;Moema;Pintassilgo, nº 429;24;22;x;;x;2021;Perfeita sala comercial em Moema;R$ 466,63;R$ 174,71;R$ 348.000,00;R$ 15.818,18;https://drive.google.com/drive/folders/1vQbCspDQ85C78PF8_XUhWrGSltEzYUTb?usp=sharing
601251032-21;Ideal Brooklin;Brooklin;Portugal, 1048;93;138;2;1;2;2013;Maravilhoso apartamento no Brooklin;R$ 1.540,00;R$ 791,33;R$ 2.140.000,00;R$ 15.507,25;https://drive.google.com/drive/folders/1ZRj6yD6fi7rVKIguYQmEcL7T_vXiEljh
601181040-5;Paco de Pompeia;Pompeia;Ribeiro de Barros, 253;16;64;2;0;1;1983;Lindo apartamento na Pompéia ;R$ 1.100,00;R$ 619,00;R$ 560.000,00;R$ 8.750,00;https://drive.google.com/drive/folders/1EDtHD4XekiodTfdV4XXLUeRBlePXxkTb
601251039-40;O Parque;Brooklin;Roque Petroni, nº 630;86;104;2;2;2;2020;Perfeito apartamento no Brooklin;R$ 1.460,00;R$ 440,00;R$ 1.550.000,00;R$ 14.903,85;https://drive.google.com/drive/folders/1pLjwsV3um6CA0TTppClGdgjuyc9tmTxq?usp=sharing
601251043-3;Casa Viva;Brooklin;Santo Arcádio, nº 321;213;106;2;2;2;;Perfeito apartamento no Brooklin;R$ 1.387,00;R$ 660,00;R$ 2.050.000,00;R$ 19.339,62;https://drive.google.com/drive/folders/1Ns3NuCs7gKYYbKp8GrkLNT-xtxSFidh0?usp=sharing
601351189-27;Smiley Home Resort;Butantã;São Paulo Paraná, 10100;134 B;78;3;1;1;2016;Ótimo apartamento no Butantã ;R$ 538,00;R$ 25,00;R$ 540.000,00;R$ 6.923,08;https://drive.google.com/drive/folders/152sVVWJnQVAX-dYp_EMeStWsdzR2FKTb
601351189-26;Smiley Home Resort;Butantã;São Paulo Paraná, 10100;161 A;91;2;1;1;2016;Maravilhoso apartamento no Butantã ;R$ 619,65;R$ 965,00;R$ 649.800,00;R$ 7.140,66;https://drive.google.com/drive/folders/1NGfCrVavxJc4usWVwrvqcoXIEIZsLRNa
601251043-35;Casa;Santo Amaro;Senador Flaquer, 480;x;167;3;0;3;;Maravilhosa casa em Santo Amaro ;x;R$ 489,00;R$ 930.000,00;R$ 5.568,86;https://drive.google.com/drive/folders/11-G5lREjb16NPKtKkV_lbQZ6K2NrMyCa
601251010-302;Bellagio Casa de Condomínio;Brooklin Paulista;Sônia Ribeiro, nº 1342;CS 1;269;3;3;3;2011;Luxuosa casa de condomínio no Brooklin Paulista;R$ 2.200,00;R$ 1.105,00;R$ 3.250.000,00;R$ 12.081,78;https://drive.google.com/drive/folders/12OIOoHBmBvSHZ2QY3lusstLYfTzXD6mj?usp=sharing
601251061-166;Villa Borghese;Chácara Santo Antônio (Zona Sul);Cancioneiro Popular, 480;43;104;3;1;2;2005;Maravilhoso apartamento na Chácara Santo Antônio (Zona Sul);R$ 889,78;R$ 5.873,30;R$ 1.025.000,00;R$ 9.855,77;https://drive.google.com/drive/folders/1tUlIYISfOsc1kLH92-pIdaStSN9n-UKA
602011004-4;Casa/sobrado ;Jardim Aeroporto;Abrahão Buazar, 46;x;117;4;x;2;1981;Ótimo sobrado no Jardim Aeroporto ;x;R$ 170,00;R$ 745.000,00;R$ 6.367,52;https://drive.google.com/drive/folders/1FzrAU8N1DuwPpfDtlzytRD9JbFSsMfEQ
"602011001-76
";Limited Pinheiros ;Pinheiros ;Alves Guimarães, 170 ;403;34;1;x;x;2019;Lindo apartamento em Pinheiros ;R$ 604,00;R$ 77,00;R$ 720.000,00;R$ 21.176,47;https://drive.google.com/drive/folders/1cPy5uydXmwYWzo5-CMt_9Vy-3TLAm6ax
602011004-18;Higienópolis Offices Tower;Consolação ;Angélica, 2503;23;40;x;x;2;2000;Ótimo conjunto comercial/sala na Consolação ;R$ 1.120,00;R$ 502,00;R$ 520.000,00;R$ 13.000,00;https://drive.google.com/drive/folders/1qRmjEuUQtKdXbn9srPKOgVgr88m_HgpJ
602011024-1;Casa;Vila Congonhas;Barão de Surui, 157;x;210;3;3;4;1989;Maravilhosa casa na Vila Congonhas ;x;R$ 720,00;R$ 980.000,00;R$ 4.666,67;https://drive.google.com/drive/folders/1ZOg6eAdr6ZgCDVlp5c-bu0s5g4KL0XvY
602011006-20;Casa/sobrado ;Vila Cordeiro ;Domingos Antonio Ciccone, 104;x;128;3;1;2;1980;Ótimo sobrado na Vila Cordeiro ;x;R$ 353,35;R$ 1.090.000,00;R$ 8.515,63;https://drive.google.com/drive/folders/1IO1aeV6_VUn1nlTaNYwspUmblfv0qUAA
602011001-50;Sofi Campo Belo ;Campo Belo;Gabriele D'Annunzio, 226;102;143;3;3;2;2023;Maravilhoso apartamento no Campo Belo;R$ 1.332,00;x;R$ 2.400.000,00;R$ 16.783,22;https://drive.google.com/drive/folders/1qzkVQRw_aNltmKUvXVDM-_Un64C-tlMB
601181010-11;Grand Panamby;Vila Andrade;Itajara, nº 67;212;157;2;2;2;2018;Magnífico apartamento na Vila Andrade;R$ 2.038,00;R$ 556,00;R$ 1.870.000,00;R$ 11.910,83;https://drive.google.com/drive/folders/1I_dPIfbQl0a1BpFtO4iBY4JVQCBV-AHj?usp=sharing
602011012-10;Casa/sobrado ;Parque Residencial Julia ;José Masi, 44 ;x;180;3;1;2;1976;Maravilhosa casa no Parque Residencial Julia;x;R$ 75,00;R$ 1.300.000,00;R$ 7.222,22;https://drive.google.com/drive/folders/1LaMs2-9DAGzcARDtt5uXp8PyJq4IN15d
602011010-1;Villa Amalfi;Panamby ;Leonardo Cerveira Varandas, 50 ;34 bloco 5;223;3;3;x;2003;Maravilhoso apartamento no Panamby ;R$ 2.375,00;R$ 962,38;R$ 1.600.000,00;R$ 7.174,89;https://drive.google.com/drive/folders/11HgctdeiDLI2CeoBp4JNWAQBnDowVbRB
602011006-18;Quartier Vila Mascote ;Vila Alexandria ;Maratona, 285 ;31 A ;146;3;3;2;2013;Maravilhoso apartamento na Vila Alexandria ;R$ 1.510,00;R$ 270,00;R$ 1.900.000,00;R$ 13.013,70;https://drive.google.com/drive/folders/1aEfSruRBfHDISskfPef4o9l9e7X8ne41
602011012-26;Quartier Vila Mascote ;Vila Alexandria ;Maratona, 285 ;123 A;146;3;3;2;2013;Maravilhoso apartamento na Vila Alexandria ;R$ 1.650,00;R$ 535,00;R$ 1.750.000,00;R$ 11.986,30;https://drive.google.com/drive/folders/1b-Bebmf6jadFMJwooF9y-WYl2evSCpwB
602011001-9;Quartier Vila Mascote ;Vila Alexandria ;Maratona, 285 ;271 A;146;3;3;3;2013;Maravilhoso apartamento na Vila Alexandria ;R$ 1.907,00;R$ 579,00;R$ 2.150.000,00;R$ 14.726,03;https://drive.google.com/drive/folders/182jtn0BnVaYRj5AEEe1a32GWdB8dIuHI
